title,description,category,subcategory,section,input_type,required,weight,is_critical,options
Fully staffed for current shift business needs,,Processes,,,option_select,yes,1,no,Yes:2|No:0|NA:NA
Proper deployment practices followed.,,Processes,,,option_select,yes,1,no,Yes:2|No:0|NA:NA
Team trained as per job designated,,Processes,,,option_select,yes,1,no,Yes:2|No:0|NA:NA
Table section plans are in place and being utilized.,,Processes,,,option_select,yes,1,no,Yes:2|No:0|NA:NA
Current and complete specification charts or job aids posted or used as designed.,,Processes,,,option_select,yes,1,no,Yes:2|No:0|NA:NA
"Projection, Ready for Revenue, prep guides or ordering systems in use.",,Processes,,,option_select,yes,1,no,Yes:2|No:0|NA:NA
Food being prepared as per recipe and correct SOP is followed,,Processes,,,option_select,yes,1,no,Yes:2|No:0|NA:NA
Food tasting record available,,Processes,,,option_select,yes,1,no,Yes:2|No:0|NA:NA
Evidence of cleaning systems/schedules/checklists in use.,,Processes,,,option_select,yes,1,no,Yes:2|No:0|NA:NA
Cleaning supplies are of sufficient availability,,Processes,,,option_select,yes,1,no,Yes:2|No:0|NA:NA
Chemicals properly labelled and MSDS available,,Processes,,,option_select,yes,1,no,Yes:2|No:0|NA:NA
All food items are labelled with MRD,,Processes,,,option_select,yes,1,no,Yes:2|No:0|NA:NA
CVR followed,,Processes,,,option_select,yes,1,no,Yes:2|No:0|NA:NA
QA Audit happening,,Processes,,,option_select,yes,1,no,Yes:2|No:0|NA:NA
Cashiering audit happening,,Processes,,,option_select,yes,1,no,Yes:2|No:0|NA:NA
Scheduled Coaching in place,,Processes,,,option_select,yes,1,no,Yes:2|No:0|NA:NA
Table Number,Enter the table number,Service,Speed of Service,Trnx-1,short_answer,yes,1,no,
Dish Name,Enter the name of the dish,Service,Speed of Service,Trnx-1,short_answer,yes,1,no,
Time - Attempt 1,Time in minutes (1st measurement),Service,Speed of Service,Trnx-1,number,yes,1,no,
Time - Attempt 2,Time in minutes (2nd measurement),Service,Speed of Service,Trnx-1,number,yes,1,no,
Time - Attempt 3,Time in minutes (3rd measurement),Service,Speed of Service,Trnx-1,number,yes,1,no,
Time - Attempt 4,Time in minutes (4th measurement),Service,Speed of Service,Trnx-1,number,yes,1,no,
Time - Attempt 5,Time in minutes (5th measurement),Service,Speed of Service,Trnx-1,number,yes,1,no,
Table Number,Enter the table number,Service,Speed of Service,Trnx-2,short_answer,yes,1,no,
Dish Name,Enter the name of the dish,Service,Speed of Service,Trnx-2,short_answer,yes,1,no,
Time - Attempt 1,Time in minutes (1st measurement),Service,Speed of Service,Trnx-2,number,yes,1,no,
Time - Attempt 2,Time in minutes (2nd measurement),Service,Speed of Service,Trnx-2,number,yes,1,no,
Time - Attempt 3,Time in minutes (3rd measurement),Service,Speed of Service,Trnx-2,number,yes,1,no,
Time - Attempt 4,Time in minutes (4th measurement),Service,Speed of Service,Trnx-2,number,yes,1,no,
Time - Attempt 5,Time in minutes (5th measurement),Service,Speed of Service,Trnx-2,number,yes,1,no,
Table Number,Enter the table number,Service,Speed of Service,Trnx-3,short_answer,yes,1,no,
Dish Name,Enter the name of the dish,Service,Speed of Service,Trnx-3,short_answer,yes,1,no,
Time - Attempt 1,Time in minutes (1st measurement),Service,Speed of Service,Trnx-3,number,yes,1,no,
Time - Attempt 2,Time in minutes (2nd measurement),Service,Speed of Service,Trnx-3,number,yes,1,no,
Time - Attempt 3,Time in minutes (3rd measurement),Service,Speed of Service,Trnx-3,number,yes,1,no,
Time - Attempt 4,Time in minutes (4th measurement),Service,Speed of Service,Trnx-3,number,yes,1,no,
Time - Attempt 5,Time in minutes (5th measurement),Service,Speed of Service,Trnx-3,number,yes,1,no,
Table Number,Enter the table number,Service,Speed of Service,Trnx-4,short_answer,yes,1,no,
Dish Name,Enter the name of the dish,Service,Speed of Service,Trnx-4,short_answer,yes,1,no,
Time - Attempt 1,Time in minutes (1st measurement),Service,Speed of Service,Trnx-4,number,yes,1,no,
Time - Attempt 2,Time in minutes (2nd measurement),Service,Speed of Service,Trnx-4,number,yes,1,no,
Time - Attempt 3,Time in minutes (3rd measurement),Service,Speed of Service,Trnx-4,number,yes,1,no,
Time - Attempt 4,Time in minutes (4th measurement),Service,Speed of Service,Trnx-4,number,yes,1,no,
Time - Attempt 5,Time in minutes (5th measurement),Service,Speed of Service,Trnx-4,number,yes,1,no,
Average (Auto),Auto-calculated average from all time measurements,Service,Speed of Service,Avg,number,yes,1,no,
Manager on Duty,Enter the manager name,Acknowledgement,,,short_answer,yes,1,no,
Signature,Sign to confirm,Acknowledgement,,,signature,yes,1,no,
